,Q15,Q15,Q15,Q16,Q16,Q16,capabilities_score,capabilities_score,capabilities_score,ethics_concerns_score,ethics_concerns_score,ethics_concerns_score,attitudes_score,attitudes_score,attitudes_score
,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count
usage_label,,,,,,,,,,,,,,,
Daily,2.7581829002182108,1.133313085399162,15123,3.8945942373777425,0.7323305923771435,15132,2.943691740473457,0.8717965688142335,13936,3.342937479805323,0.7376443681916612,12576,3.328338836252273,0.8342423663789854,13932
Monthly,2.77984496124031,1.161452549876705,645,3.891135303265941,0.7302748503501397,643,3.204135265700483,0.8549097766919749,575,3.3344162876326617,0.776386016334885,513,3.641103408434431,0.9256758435104645,577
Weekly,2.866961081976263,1.1530904913565634,3623,3.8892876863611265,0.7433037833122691,3622,3.1027537886307988,0.7995106597484015,3358,3.3206275744031513,0.7568285092535069,3079,3.402385202816622,0.8681388291666852,3361
